Socket0 STAPM Limit,Socket0 STAPM Power,Socket0 PPT Fast Limit,Socket0 PPT Slow Limit,Gfx Effective Frequency,Socket0 VDDCR Soc Power,Socket0 VDDCR Soc Temperature,Socket0 Socket Power,Thread0 Core Effective Frequency,Thread1 Core Effective Frequency,Thread2 Core Effective Frequency,Thread3 Core Effective Frequency,Thread4 Core Effective Frequency,Thread5 Core Effective Frequency,Thread6 Core Effective Frequency,Thread7 Core Effective Frequency,Socket0 Package Power,Core0 Power,Core1 Power,Core2 Power,Core3 Power,Socket0 Temperature,
25,9.88784,35,30,196.013,3.68672,54.5261,18.828,2425.3,2529.56,3263.22,3125.08,2396.62,2657.76,2535.8,2647.51,8.40469,0.571747,1.51611,0.88623,0.634613,56.375,
25,9.89253,35,30,133.257,3.70101,55.4515,20.3087,2705.43,2738.28,3033.86,3072.29,3091.27,3122.83,3172.86,3228.98,9.06647,0.858002,1.3501,1.39664,1.14853,56.625,
25,9.89788,35,30,99.275,3.85633,56.4216,21.6388,3021.02,3106.18,3130.82,3179.32,3054.77,2744.64,3051.48,3044.2,9.66019,1.32965,1.41251,1.20224,1.25381,57,
25,9.90041,35,30,202.033,3.58853,56.4924,20.1959,3273.41,3157.75,3241.86,3057.72,2385.08,2210.82,2936.73,2448.84,8.88107,1.75339,1.53107,0.511169,0.896301,57.125,
25,9.90506,35,30,200.497,3.84589,56.4773,21.5713,2957.28,2881.33,2848.89,2853.48,3001.13,2901.39,3035.19,3051.63,9.48608,1.27289,1.11389,1.40717,1.27533,57.5,
25,9.90781,35,30,201.593,4.10092,56.3396,21.9577,2869.1,2983.39,2973.67,3049,2930.71,3009.56,2950.64,2930.59,9.80286,1.05164,1.40381,1.33698,1.27594,57.625,
25,9.91279,35,30,201.432,3.79877,56.6818,21.1863,2963.76,2965.19,2940.53,2940.11,2955.58,2937.98,2844.32,2893.86,9.46121,1.30142,1.30508,1.24496,1.16379,57.75,
25,9.91879,35,30,199.777,4.16306,57.9318,25.0614,3071.29,3113.44,3067.08,3078.47,3142.04,3125.42,3169.33,3148.03,11.0222,1.63315,1.6127,1.50772,1.68472,58.125,
25,9.92217,35,30,200.964,4.21161,58.3881,24.4328,3074.61,3075.4,3127.01,3155.93,3065.05,3082.32,3085.32,3113.39,10.9082,1.52161,1.69128,1.53,1.58401,58.25,
25,9.92662,35,30,328.763,3.12894,56.0075,11.0062,2707.28,2604.7,2716.98,2676.68,2436.4,2303.44,2607.12,2538.64,4.91135,0.292816,0.300903,0.154572,0.281982,58.375,
25,9.92975,35,30,229.806,3.56316,54.7803,16.0686,2251.66,2151.15,3081.46,2972.79,1732.86,1760.45,2442.33,2692.71,7.06543,0.444946,1.08047,0.211182,0.698395,57.875,

25,9.9311,35,30,240.849,3.36988,54.7276,14.7502,2515.17,2382.89,2311.51,2510.8,1844.27,1667.53,2910,2542.83,6.58279,0.33493,0.289001,0.170441,0.784302,57.875,
25,9.93171,35,30,399.69,3.18288,53.5265,11.371,2743.85,2506.96,2772.94,2744.12,2746.22,2615.56,2708.67,2665.03,4.99832,0.19104,0.250244,0.231018,0.11795,57.625,
25,9.93228,35,30,399.417,3.33098,53.2799,12.1906,2732.7,2617.19,2711.73,2743.18,2811.65,2622.54,2673.15,2793.03,5.44052,0.200653,0.126343,0.415497,0.145874,57.375,
25,9.93266,35,30,187.503,2.93208,52.347,10.1921,2717.7,2746.64,2693.06,2754.7,2725.62,2744.24,2731.44,2756.2,4.4046,0.124512,0.110779,0.103607,0.119019,57.125,
25,9.93316,35,30,375.14,3.29044,52.7992,11.8018,2676.47,2682.51,2747.47,2811.18,2667.43,2868.73,2870.95,2814.36,5.33051,0.102997,0.240326,0.437775,0.327759,57,
25,9.93359,35,30,315.614,3.20291,52.6174,11.6451,2537.24,2347.62,2886.51,2816.8,2553.31,2439.58,2469.9,2531.5,5.11826,0.132599,0.278168,0.147095,0.142822,56.625,
25,9.93384,35,30,336.917,3.20166,52.2836,10.7324,2444.42,2405.75,2978.85,2902.87,2408.49,2334.35,2477.23,2600.52,4.78882,0.0485229,0.670624,0.0448608,0.105133,56.5,
25,9.9343,35,30,376.241,2.94782,52.0336,9.69243,2657.04,2565.93,2811.11,2810.1,2623.12,2555.65,2709.79,2759.89,4.32388,0.0512695,0.196075,0.0401306,0.114288,56.125,
25,9.93446,35,30,376.121,2.92961,51.7083,10.9006,2677.47,2680.33,2765.56,2637.34,2721.08,2674.05,2681.19,2877.17,4.85596,0.0680542,0.0738525,0.102234,0.506287,55.875,
25,9.93516,35,30,348.007,3.40642,52.8172,13.7252,3038.17,2872.36,2681.9,2706.01,2420.39,2672.73,2320.49,2687.31,6.12595,1.10321,0.486755,0.135498,0.151672,55.75,
25,9.9385,35,30,219.943,3.49034,54.0746,15.7237,2505.17,2442.7,2237.61,2136.41,3129.07,2980.69,1880.48,1942.61,7.01843,0.617523,0.330505,0.977936,0.329895,55.625,
25,9.9398,35,30,231.493,3.46166,54.3977,14.4741,2831.98,2285.8,1712.77,1722.35,2453.48,2690.83,2654.94,2483.09,6.36398,0.706482,0.0820923,0.456848,0.756683,55.625,
25,9.94246,35,30,218.359,3.55047,54.6856,15.6749,2870.2,2803.92,1880.14,1776.14,2424.98,2641.94,2567.47,2408.06,6.89224,0.837708,0.259552,0.587616,0.50705,55.5,
25,9.94504,35,30,319.2,3.17376,54.1553,14.0793,3202.07,3050.73,2243.73,2379.39,2390.26,2344.9,2310.1,2280.57,6.18973,0.731354,0.209961,0.42572,0.189362,55.5,
