Socket0 STAPM Limit,Socket0 STAPM Power,Socket0 PPT Fast Limit,Socket0 PPT Slow Limit,Gfx Effective Frequency,Socket0 VDDCR Soc Power,Socket0 VDDCR Soc Temperature,Socket0 Socket Power,Thread0 Core Effective Frequency,Thread1 Core Effective Frequency,Thread2 Core Effective Frequency,Thread3 Core Effective Frequency,Thread4 Core Effective Frequency,Thread5 Core Effective Frequency,Thread6 Core Effective Frequency,Thread7 Core Effective Frequency,Socket0 Package Power,Socket0 Temperature,
15,0.00512244,41.796,36.796,206.623,3.82397,61.2614,26.733,3111.32,3212.26,3376.32,3397.48,2985.33,3286.77,3149.04,3193.22,11.7575,61.75,
15,0.00776915,42.597,37.597,197.111,3.99688,62.041,31.7949,3242.42,3286.51,3429.3,3421.86,3228.52,3274.19,3392.36,3411.9,14.1975,71.25,57597,
15,0.00688825,42.597,37.597,135.936,3.89118,63.0303,29.635,3204.85,3189.46,3432.59,3437.88,3271.44,3305.1,3264.75,3279.41,13.0347,71.125,
15,0.00816039,43.197,38.197,252.317,3.13966,62.6194,20.8162,3415.15,3348.03,2825.37,3019.51,2627.36,2638.95,2571.57,2657.65,9.2926,71,58197,
15,0.00403185,43.197,38.197,292.814,2.80662,59.6591,14.2957,2672.76,2574.88,2518.09,2988.82,2477.07,2333.46,2946.89,3098.01,6.28525,70.875,
15,0.00320287,43.647,38.647,355.299,2.69748,58.1343,13.8771,2180.49,2242.82,3577.84,3568.01,2274.8,2183.07,2154.81,2382.9,6.19324,70.625,58647,
15,0.00379398,37.735,32.735,250.437,2.53562,57.1288,11.5895,2665.57,2703.27,2898.63,2888.92,2693.93,2762.93,2687.28,2775.6,5.09384,70.5,
15,0.00238499,37.735,32.735,399.641,2.56468,56.7351,10.024,2491.84,2512.93,2782.38,2625.59,2502.52,2440.4,2744.39,2726.42,4.4725,70.375,52735,
15,0.00311856,33.301,28.301,399.776,2.63385,55.9701,10.8137,2491.71,2458.51,2833.48,2883.28,2485.91,2569.45,2376.47,2399.42,4.78714,70.25,48301,
15,0.00306608,33.301,28.301,314.304,3.05492,56.0455,12.9113,2802.52,2701.49,2782.95,2787.87,2763.53,2767.69,2867.74,2874.02,5.71457,70,
15,0.00292686,29.975,24.975,367.265,2.93024,56.9851,12.9384,2668.87,2632.92,2834.25,2959.1,2412.19,2581.79,2412.61,2453.66,5.77423,69.875,44975,
15,0.00372285,33.731,28.731,269.639,2.60796,56.072,10.8427,2846.07,2683.71,2805.78,2755.22,2727.26,2686.84,2661.79,2683.24,4.76532,69.75,48731,
15,0.00220039,33.731,28.731,206.398,2.43667,55.3172,8.9891,2640.97,2638.64,2756.75,2765.95,2669.68,2309.08,2693.38,2587.68,4.01016,69.625,
15,0.00281907,36.548,31.548,310.596,3.10116,55.2276,11.9672,2683.56,2582.57,2774.23,2631.29,2878.75,2871.15,2718.97,2719.77,5.28785,69.375,51548,
15,0.00388968,36.548,31.548,395.397,3.78628,56.1231,14.3187,2573.86,2758.49,2627.3,2776.11,2781.21,2741.81,2675.07,2648.68,6.31439,69.25,
15,0.00350841,38.661,33.661,359.872,3.82043,57.3295,19.0854,3254.34,3353.75,2457.77,2284.51,2698.81,2702.4,2467.77,2394.15,8.46893,69.125,53661,
15,0.00599806,40.245,35.245,267.373,3.41865,58.2799,19.8029,2916.19,3181.39,2091.21,2235.9,3307.69,3225.02,2135.03,2177.27,8.83942,69,55245,
15,0.00246211,40.245,35.245,369.116,2.34408,56.7841,9.72921,2484.4,2609.96,2646.3,2479.57,3096.86,2971.08,2446.1,2671.94,4.27567,68.75,
15,0.00306826,41.433,36.433,398.973,3.11162,55.6119,11.1069,2530.3,2611.48,2781.66,2550.77,2874.63,2848.56,2587.72,2622.07,4.95575,68.625,56433,
15,0.00280572,41.433,36.433,225.124,2.33971,55.125,9.7563,2738.36,2720.82,2791.46,2869.25,2690.31,2688.5,2762.8,2819.15,4.28787,68.5,
15,0.0022631,42.324,37.324,390.148,2.52932,55.0896,9.65174,2688.37,2376.44,2722.98,2885.97,2525.46,2583.35,2693.32,2588.84,4.30634,68.375,57324,
15,0.00338135,42.993,37.993,322.962,2.97944,55.5682,13.6464,2706.27,2817.89,2815.67,2769.01,2867.22,2861.35,2789.09,2788.47,5.99945,68.125,57993,
15,0.00248218,42.993,37.993,202.337,2.21815,54.8769,8.25357,2720.36,2396.88,2791.73,2634.48,2787.78,2606.92,2708.95,2772.42,3.68149,68,
15,0.00254631,43.494,38.494,381.581,2.88052,54.9811,12.1826,2706.28,2633.19,2837.97,2737.98,2885.87,2800.68,2723.17,2811.62,5.35507,67.875,58494,
15,0.00372304,43.87,38.87,369.064,2.54699,54.6679,10.5689,2708.69,2595.46,2850.59,2553.82,2690.48,2619.52,2864.69,2705.2,4.71588,67.75,58870,
15,0.00204114,43.87,38.87,366.286,2.6558,54.4328,9.22738,2622.57,2562.29,2693.02,2511.82,2783.92,2760.08,2740.79,2730.79,4.03259,67.5,
15,0.00300288,44.152,39.152,398.755,3.14553,55.5265,12.5022,2880.86,2854.64,2803.87,2825.42,2738.98,2763.25,2737.43,2790.34,5.57968,67.375,59152,
15,0.00275365,44.152,39.152,153.08,2.67009,54.1903,9.89786,2719.05,2712.51,2810.54,2846.24,2840.55,2752.34,2779.79,2796.77,4.30084,67.25,
15,0.00232196,44.364,39.364,330.156,2.68791,54.303,9.6171,2546.93,2364.98,2727.85,2605.04,2792.45,2422.44,2634.59,2685.93,4.34052,67.125,59364,
15,0.0031818,44.523,39.523,296.945,2.78583,54.4627,12.1164,2607.28,2601.39,2876.4,2896.37,2552.79,2624.59,2609.14,2628.62,5.4068,66.875,59523,
15,0.00250047,44.523,39.523,392.329,2.48085,54.4508,9.30375,2657.85,2504.27,2753.97,2668.76,2596.78,2491.42,2639.81,2511.12,4.08875,66.75,
15,0.00285766,44.642,39.642,362.744,2.78246,55.2873,12.3226,2851.81,2813.89,2825.98,2753.27,2768.71,2758.15,2784.8,2772.99,5.49942,66.625,59642,
15,0.00393027,44.642,39.642,377.817,3.06164,55.0076,13.4539,2737.04,2852.22,2850.03,2754.57,2758.28,2767.1,2794.14,2745.69,5.91492,66.5,
15,0.00250399,44.731,39.731,307.638,2.71383,54.8246,11.3651,2523.31,2626.96,2960.16,2858.1,2574.62,2685.07,2648.88,2591.47,5.07126,66.25,59731,
15,0.00363575,44.798,39.798,393.648,2.84282,55.2197,13.394,2529.4,2646.97,2892.85,2939.19,2600.59,2475.87,2551.69,2533.15,5.88791,66.125,59798,
15,0.00281058,44.798,39.798,253.459,2.60251,54.8769,10.9106,2556.84,2629.72,2765.73,2779.05,2680.48,2763.85,2772.92,2763.46,4.86832,66,
15,0.00305035,44.848,39.848,388.771,2.94003,55.6007,13.8026,2558.21,2663.76,2542.93,2542.15,2984.38,3000.17,2625.91,2661.54,6.11115,65.875,59848,
15,0.0039091,44.848,39.848,237.595,2.9169,54.9053,11.9601,2473.38,2406.28,2548.01,2406.31,2937.94,2907.83,2502.99,2468.57,5.3067,65.625,
15,0.00252428,44.886,39.886,264.89,2.80484,55.1343,11.1362,2542.51,2546.85,2579.6,2578.88,3230.66,3289.28,2733.76,2672.38,4.93134,65.5,59886,
15,0.00315519,44.914,39.914,251.047,2.72615,54.6099,11.1631,2750.13,2638.01,2856.2,2895,2649.5,2611.64,2738.53,2822.95,4.94476,65.375,59914,
15,0.00343525,44.914,39.914,399.605,2.87229,54.9813,13.1621,2462.29,2421.56,3124.14,3055.96,2494.06,2442.04,2433.03,2376.25,5.87357,65.25,
15,0.00272731,44.935,39.935,391.986,2.66577,54.6705,9.70354,2459.41,2499.15,2778.84,2605.54,2755.54,2809.93,2636.92,2651.09,4.26483,65,59935,
15,0.00356924,44.951,39.951,374.922,2.78845,54.8657,12.4972,2710.82,2727.5,2687.98,2614.89,2893.69,2877.91,2721.98,2789.06,5.57739,64.875,59951,
15,0.00221877,44.951,39.951,257.501,2.9104,54.322,9.5779,2504.15,2597.36,2588.72,2518.43,2594.17,2638.19,2833.11,2854.14,4.20868,64.75,
15,0.00485631,44.951,39.951,358.878,3.21819,54.7201,12.2868,2745.62,2649.95,2893.89,2869.12,2691.12,2709.89,2663.6,2778.28,5.48309,64.625,
15,0.00687448,44.951,39.951,243.894,2.24912,53.4432,8.50561,2677.01,2387.09,2581.13,2460.31,2557.06,2620.33,2406.28,2635.45,3.73718,64.375,
15,0.00895682,44.951,39.951,321.812,2.34021,53.8731,9.1552,2788.05,2774.75,2706.56,2809.76,2613.01,2778.81,2733.96,2738.01,4.08432,64.25,
15,0.0105848,44.951,39.951,117.975,1.74418,53.0522,6.54149,2549.88,2339.5,2563.81,2679.25,2570.57,2598.89,2535.45,2450.18,2.82394,64.125,
15,0.0124049,44.951,39.951,399.824,2.40214,53.2235,9.08241,2543.86,2429.86,2621.58,2551.14,2535.99,2487.31,2676.54,2651.67,4.08447,64,
15,0.0144775,44.951,39.951,399.212,2.56525,53.5672,9.39436,2598.66,2613.38,2732.14,2734.69,2777.64,2546.29,2813.33,2853.4,4.11591,63.75,
15,0.0166523,44.951,39.951,368.338,2.53963,53.5189,10.4332,2651.05,2669.1,2741.74,2828.96,2577.36,2702.94,2738.36,2789.78,4.66019,63.625,
15,0.0185782,44.951,39.951,123.361,2.00315,52.9552,7.41765,2447.67,2487.76,2560,2312.66,2435.36,2456.23,2522.68,2850.57,3.30811,63.5,
15,0.0206394,44.951,39.951,312.016,3.08583,53.6591,10.8161,2720.44,2662.86,2738.91,2759.68,2783.88,2733.73,2881.43,2841.71,4.75403,63.375,
15,0.0227162,44.951,39.951,122.118,2.34234,53.2612,8.55259,2544.93,2627.12,2771.44,2379.67,2812.07,2714.09,2781.78,2589.78,3.81577,63.125,
15,0.0246571,44.951,39.951,307.333,2.15386,53.0227,8.13882,2551.03,2480.82,2757.02,2638.2,2646.15,2529.51,2751.9,2622.66,3.57513,63,
15,0.0264002,44.951,39.951,302.15,2.29668,52.9216,8.29044,2487.24,2390.57,2590.72,2355.29,2385.66,2370.43,2601.31,2733.41,3.69781,62.875,
15,0.0285097,44.951,39.951,376.979,2.39575,53.2083,10.1995,2666.05,2738.57,2737.22,2809.91,2722.41,2820.18,2769.46,2836.8,4.48288,62.75,
15,0.0302736,44.951,39.951,133.094,1.70185,52.489,6.11712,2493.61,2353.39,2575.33,2317.52,2456.99,2338.51,2357.61,2444.97,2.74084,62.5,
15,0.0317619,44.951,39.951,309.137,2.25139,52.447,7.69784,2469.85,2518.04,2731.16,2475.78,2673.21,2501.53,2536.01,2638.56,3.38165,62.375,
15,0.0194631,44.963,39.963,240.974,2.65684,52.4366,9.08599,2729.46,2748.24,2695.81,2667.32,2686.74,2676.49,2631.3,2826.36,4.05319,62.25,59963,
15,0.00302234,44.963,39.963,313.744,2.65752,52.9886,11.3088,2733.4,2717.21,2718.64,2870.73,2629.5,2749.12,2806.54,2885.98,4.9704,62.125,
15,0.00253564,44.972,39.972,322.804,2.88473,53.5448,11.395,2572.02,2663.85,2660.57,2676.17,2555.68,2602.7,2835.91,2897.27,5.08408,61.875,59972,
15,0.00380315,44.979,39.979,259.511,3.16761,54.3106,12.9508,2700.78,2804.9,2725.1,2718.51,2768.83,2740.61,2746.3,2837.08,5.69336,61.75,59979,
15,0.00226033,44.979,39.979,298.483,2.57648,53.6194,9.60702,2669.61,2675.01,2664.01,2725.58,2611.43,2718.42,2751.38,2767.57,4.28589,61.625,
15,0.00297593,44.984,39.984,328.704,2.85161,54.2235,13.4976,2701.32,2788.03,2828.81,2897.51,2684.12,2821.95,2805.36,2719.65,5.93399,61.5,59984,
15,0.00349174,44.984,39.984,253.816,2.68285,54.194,11.4067,2834.26,2856.95,2759.1,2830.81,2753.26,2812.73,2880.37,2764.81,5.08972,61.25,
15,0.00259949,44.988,39.988,381.857,2.92283,54.8321,12.4375,2823.79,2805.04,2807.62,2827.67,2783.15,2818.68,2893.14,2834.95,5.50003,61.125,59988,
15,0.0034353,44.991,39.991,313.778,2.55644,53.8182,10.5884,2610.31,2616.21,2631.92,2863.7,2755.57,2561.33,2688.62,2707.13,4.70337,61,59991,
15,0.00279201,44.991,39.991,314.707,2.81841,53.9478,11.78,2729.98,2811.74,2817.26,2867.22,2726.65,2843.26,2770.45,2726.95,5.25696,60.875,
15,0.00274846,44.993,39.993,387.318,2.69923,53.9053,11.5086,2668.78,2707.15,2786.79,2894.97,2633.31,2694.31,2721.03,2705.13,5.05905,60.625,59993,
15,0.00364296,44.994,39.994,207.958,2.78228,54.5,12.8907,2877.94,2821.04,2679.2,2720.32,2683.5,2794.42,2688.99,2799.91,5.75317,60.5,59994,
32,0.00285881,36,34,196.684,2.81042,55.0871,13.1326,3249.2,3236.14,2525.9,2594.6,2502.96,2605.98,2649.31,2620.91,5.77301,60.375,
15,0.0035555,44.995,39.995,320.053,3.28759,54.8321,14.7633,2658.19,2770.47,2669.22,2862.04,2782.26,2699.86,2870.42,2845.64,6.58966,60.25,59995,
15,0.00401954,44.995,39.995,296.967,3.11078,54.8409,15.4921,2443.8,2422.6,2686.46,2569.24,2472.27,2380.66,3277.26,3262.64,6.81183,60.125,
15,0.00254378,44.996,39.996,376.237,2.63147,55.0336,11.3934,2295.83,2181.36,2311.57,2427.33,2341.99,2283.15,3288.44,3083.27,5.08347,60,59996,
15,0.00321668,44.997,39.997,399.653,2.5325,53.9701,10.6621,2586.85,2568.41,2687.21,2491.07,2840.21,2628.66,2719.67,2661.14,4.71028,59.875,59997,
15,0.00248519,44.997,39.997,185.023,2.49087,53.75,9.97001,2714.87,2757.7,2787.18,2748.29,2840.7,2835.79,2775.13,2832.32,4.44824,59.75,
15,0.00248722,44.997,39.997,399.633,2.5817,53.7121,9.80306,2510.65,2654.15,2644.2,2577.86,2865.12,2822.01,2719.4,2791.36,4.30862,59.625,59997,
15,0.00324725,44.997,39.997,399.429,2.65161,53.8918,11.5197,2837.42,2776.9,2673.33,2690.54,2548.19,2723.95,2731.39,2813.03,5.14038,59.375,59997,
15,0.00209863,44.997,39.997,399.84,2.28938,53.4515,8.00228,2780.94,2576.33,2696.93,2408.54,2538.2,2454.58,2642.47,2786.46,3.53369,59.25,
15,0.00269261,44.997,39.997,387.01,2.7756,53.5909,11.7052,2703.43,2809.18,2740.99,2634.83,2854.88,2859.45,2782.72,2761.37,5.14526,59.125,59997,
15,0.00335283,44.997,39.997,376.905,2.71821,53.5,10.69,2567.97,2447.88,2662.57,2456.25,2924.14,2984.5,2522.61,2524.06,4.7699,59,
15,0.00236534,44.997,39.997,399.479,2.60753,53.4925,10.6356,2479,2478.6,2578.53,2388.89,3031.75,2914.93,2570.17,2684.7,4.60983,58.875,59997,
15,0.00365497,44.997,39.997,397.175,3.13377,54.2803,14.1284,2748.21,2747.91,2634.33,2633.57,2689.69,2682.44,2940.14,2967.76,6.34644,58.75,
15,0.00362113,44.997,39.997,385.347,3.26685,55.2948,18.492,2573.4,2639.41,2594.65,2562.25,2679.45,2681.36,3350.86,3373.64,8.25455,58.625,59997,
15,0.00703689,44.997,39.997,298.66,3.16892,56.3599,20.8274,2432.23,2526.79,2903.4,2568.15,2844.73,2906.77,2926.6,3074.13,9.15924,58.625,
15,0.00422634,44.997,39.997,235.068,3.72508,57.3993,23.1139,2632.29,2688.09,2793.05,2770.52,3265.22,3346.38,3133.29,3001.21,10.3194,58.75,59997,
15,0.00671033,44.997,39.997,258.591,3.59852,57.6903,20.7811,2533,2656.31,2474.84,2487.53,3301.68,3414.09,2935.15,2958.46,9.18534,58.875,59997,
15,0.00290808,44.997,39.997,182.388,2.08216,55.459,8.17941,2680.38,2417.03,2560.79,2598.83,2841.92,2611.47,2445.23,2578.46,3.56247,58.75,
15,0.00250567,44.997,39.997,396.054,3.3645,55.4886,13.217,2725.41,2821.63,2761.35,2683.67,2864.68,2811.38,2745.01,2776.38,5.89691,58.625,59997,
15,0.00421885,44.997,39.997,366.115,3.42952,56.0112,18.3393,2398.77,2418.53,2537.42,2463.27,3518.15,3435.23,2466.98,2415.92,8.13599,58.625,59997,
15,0.00279517,44.997,39.997,313.317,1.97343,54.6856,8.58687,2535.7,2597.99,2639.44,2479.89,2794.12,2583.09,2621.52,2411.12,3.8237,58.5,
15,0.00250241,44.997,39.997,396.134,3.32164,54.6045,13.1449,2635.3,2740.12,2822.02,2752.5,2812.83,2748.38,2769.64,2748.82,5.86624,58.375,59997,
15,0.0032865,44.997,39.997,396.426,3.26227,55.2311,12.815,2825.8,2851.85,2826.38,2798.76,2843.5,2835.02,2782.75,2809.07,5.63354,58.25,59997,
15,0.00331716,44.997,39.997,396.001,3.31434,54.8955,13.342,2750.69,2742.76,2786.32,2844.57,2786.09,2744.88,2879.88,2836.48,5.95444,58,
15,0.0026096,44.997,39.997,395.706,3.36986,55.3977,14.1087,2481.37,2552.35,2830.32,2726.15,2515.56,2588.69,2722.45,2642.79,6.20255,57.875,59997,
15,0.00317582,44.997,39.997,391.813,2.89248,55.041,13.358,2499.04,2606.76,3245.74,3200.98,2542.96,2598.07,2575.12,2637.08,5.96176,57.875,59997,
15,0.00430384,44.997,39.997,371.934,3.41539,55.6629,18.899,2458,2463.34,2797.39,2725.58,2769.51,2981.86,2749.74,2888.29,8.31039,57.75,
15,0.0021609,44.997,39.997,243.532,1.86,54.7015,7.43279,2251.99,2194.03,2355.15,2407.74,2797.75,2674.67,2358.15,2549.24,3.31436,57.625,59997,
15,0.00228658,44.997,39.997,335.961,2.7762,54.1679,10.9298,2713.54,2645.71,2707.19,2843.78,2730.01,2436.84,2729.32,2772.66,4.79111,57.5,59997,
15,0.00279331,44.997,39.997,315.051,3.16694,54.053,13.8801,2766.55,2776.91,2743.03,2880.16,2862.47,2802.88,2812.66,2746.59,6.18805,57.375,59997,
15,0.00336598,44.997,39.997,399.716,2.78474,54.7052,12.7794,2513.18,2497.87,2470.72,2495.19,3129.72,3094.29,2504.24,2505.81,5.59647,57.25,
15,0.00277431,44.997,39.997,313.809,2.6894,55.053,15.0844,2753.56,2736.57,2720.49,2752.64,3381.29,3428.85,2775.21,2760.06,6.67217,57.125,59997,
15,0.0031579,44.997,39.997,399.604,2.8681,55.0448,13.876,2495.09,2499.44,2714.78,2562.35,2955.62,3051.21,2514.83,2505.98,6.19308,57.125,59997,
15,0.00318865,44.997,39.997,302.409,2.79855,54.9697,15.5202,2451.52,2537.1,3276.23,3241.64,2553.12,2692.25,2524.8,2485.14,6.82434,57,59997,
15,0.00403048,44.997,39.997,385.049,2.84359,55.75,18.1267,2579.63,2632.8,3546.37,3543.6,2722.55,2805.71,2639.04,2646.65,8.09097,57.125,
15,0.0034909,44.997,39.997,311.657,2.7164,56.25,18.6018,2246.84,2311.26,3531.93,3574.12,2799.59,2826.89,2280.76,2302.02,8.17963,57.25,59997,
15,0.00376051,44.997,39.997,345.458,2.78659,56.1493,17.4479,2342.48,2469.84,3365.02,3436.19,2517.74,2606.29,2405.07,2387.57,7.78748,57.25,59997,
15,0.00409988,44.997,39.997,393.287,2.97703,55.7311,13.4755,2364.33,2228.99,3065.32,2711.68,2284.43,2317.33,2362.86,2440.56,5.92407,57.375,59997,
15,0.00230592,44.997,39.997,399.382,2.62467,54.8993,10.2513,2663.89,2548.29,2703.59,2593.73,2721.17,2674.34,2853.89,2780.99,4.57397,57.125,
15,0.00232273,44.997,39.997,377.18,2.39613,54.1306,9.60304,2668.34,2592.86,2760.9,2586.87,2698.3,2610.03,2649.39,2834.01,4.20807,57,59997,
15,0.00327493,44.997,39.997,382.982,3.47422,55.4773,19.6525,2735.03,2705.34,2694.87,2768.79,2755.79,2767.62,3081.29,3076.7,8.71857,56.875,59997,
15,0.00535965,44.997,39.997,225.587,3.65016,58.056,26.5513,3081.89,3082.79,3111.33,3125.43,3149.33,3100.29,3155.19,3141.52,11.662,57,
15,0.00449245,44.997,39.997,247.478,3.449,58.8295,24.0003,3106.43,3351.12,3169.25,3165.17,2978.8,3148.35,3076.54,3006.89,10.7484,57.125,59997,
15,0.00457484,44.997,39.997,234.682,3.26162,58.3993,22.3452,2877.5,2920.43,3186.53,3131.15,2935.77,3068.71,3096.4,2871.7,9.97482,57.375,59997,
15,0.00447616,44.997,39.997,269.688,2.99336,58.3977,20.073,2818.24,2968.22,3297.66,3163.09,2651.05,2635.92,2533.18,2583.69,8.82736,57.5,59997,
15,0.00310379,44.997,39.997,334.409,2.94594,58.3134,18.0753,3060.14,3288.31,2672.96,2677.38,2843.89,3116.13,2533.07,2612.32,8.06839,57.625,
15,0.00341115,44.997,39.997,334.361,2.80754,57.4545,17.5484,2826.29,2725.82,3415.25,2793.79,2910.98,3061.34,2396.85,2387,7.71667,57.75,59997,
15,0.00339883,44.997,39.997,399.593,2.57281,56.1493,10.8523,2602.62,2514.36,2891.12,2551.51,2753.47,2488.8,2632.84,2677.87,4.84299,57.875,59997,
15,0.00277749,44.997,39.997,399.547,3.0437,55.4015,11.8685,2796.74,2659.85,2739.66,2759.99,2862.16,2736.99,2748.01,2814.83,5.21683,57.75,
0.001,0.00206117,44.997,39.997,160.028,1.87487,54.8321,8.15433,688.137,591.237,644.564,612.304,614.205,612.865,638.649,601.764,3.63724,57.625,
15,0.00511787,44.997,39.997,185.796,2.29181,56.4242,31.7225,2617.6,2617.5,2607.43,2607.34,2695.75,2695.71,2607.96,2607.18,13.9528,67,
15,0.0146164,44.997,39.997,214.734,2.73063,62.4701,45.3957,3549.9,3549.9,3151.82,3151.82,3550.13,3550.13,3140.43,3140.46,20.2715,67.125,
15,0.0248446,44.997,39.997,174.422,2.64526,65.1604,46.2083,3573.41,3573.41,2859.88,2859.88,3573.31,3573.31,2859.9,2859.9,20.3171,76.75,
15,0.0350926,44.997,39.997,212.851,2.67787,65.0758,46.4583,3562.38,3562.38,2944.1,2944.09,3561.98,3561.98,2944.21,2944.19,20.7538,76.625,
15,0.0452322,44.997,39.997,214.114,2.61335,63.9142,44.9276,3501.82,3501.82,3477.99,3477.99,3501.86,3501.86,3477.98,3477.98,20.0623,76.5,
15,0.0551959,44.997,39.997,213.855,2.61079,63.7841,45.0114,3497.35,3497.35,3497.43,3497.43,3497.36,3497.37,3497.32,3497.32,19.7993,76.375,
15,0.0651553,44.997,39.997,211.821,2.82472,64.2687,45.0083,3496.64,3496.64,3484.95,3484.95,3496.69,3496.69,3485.07,3485.08,20.0989,76.25,
15,0.0751177,44.997,39.997,159.036,2.76984,64.4735,44.9803,3486.04,3486.04,3486.38,3486.38,3486.2,3486.2,3486.4,3486.4,19.7868,76,
15,0.0850732,44.997,39.997,125.816,2.58502,64.5037,45.0207,3490.77,3490.77,3491.06,3491.06,3490.66,3490.66,3491.09,3491.09,20.1047,75.875,
15,0.095027,44.997,39.997,146.133,2.58036,64.5076,44.9522,3493.27,3493.27,3481.57,3481.57,3493.02,3493.02,3481.58,3481.58,19.7736,75.75,
15,0.10498,44.997,39.997,155.201,2.7114,64.9664,44.9695,3491.15,3491.15,3491.32,3491.32,3490.9,3490.91,3491.33,3491.33,20.0812,75.625,
15,0.114928,44.997,39.997,101.115,2.64574,65.2803,45.0597,3493.56,3493.56,3493.74,3493.74,3493.57,3493.57,3493.8,3493.8,19.821,75.5,
15,0.124877,44.997,39.997,179.617,2.69685,65.3209,44.9934,3491.2,3491.2,3491.47,3491.47,3491.26,3491.26,3491.51,3491.51,20.0922,75.25,
15,0.134895,44.997,39.997,155.903,2.74018,65.4776,45.0149,3494.77,3494.77,3494.99,3494.99,3494.88,3494.88,3495.07,3495.07,19.7804,75.25,
15,0.144842,44.997,39.997,169.244,2.6479,65.2803,44.965,3488.96,3488.97,3489.09,3489.09,3489.01,3489.01,3489.13,3489.13,20.1003,75.25,
15,0.154783,44.997,39.997,216.638,2.78626,65.4254,45.0232,3488.46,3488.46,3488.62,3488.63,3488.54,3488.54,3488.69,3488.7,20.1056,75.25,
15,0.164713,44.997,39.997,218.671,2.8121,65.9621,45.016,3483.02,3483.02,3483.44,3483.43,3483.19,3483.19,3483.4,3483.41,19.8024,75.25,
15,0.174662,44.997,39.997,219.766,2.8583,66.0336,45.0167,3477.41,3477.41,3477.55,3477.55,3477.37,3477.37,3477.55,3477.55,20.1022,75.25,
15,0.184595,44.997,39.997,171.395,2.79372,66.0682,44.959,3479.67,3479.68,3479.9,3479.9,3479.73,3479.73,3479.93,3479.93,19.7771,75.25,
15,0.194527,44.997,39.997,213.439,2.75657,66.1119,45.0004,3480,3480,3480.13,3480.13,3480.02,3480.02,3480.15,3480.15,20.094,75.25,
15,0.204459,44.997,39.997,217.257,3.00705,66.3333,44.981,3475.88,3475.88,3475.96,3475.96,3475.95,3475.95,3476.06,3476.06,19.7864,75.25,
15,0.214378,44.997,39.997,148.89,3.09261,66.5896,45.0082,3476.49,3476.49,3476.82,3476.82,3476.82,3476.84,3477.15,3477.15,20.0984,75.25,
15,0.224263,44.997,39.997,210.659,3.17485,66.5909,44.9174,3472.58,3472.61,3473.53,3473.53,3473.01,3473,3473.7,3473.68,19.7586,75.25,
