Socket0 STAPM Limit,Socket0 STAPM Power,Socket0 PPT Fast Limit,Socket0 PPT Slow Limit,Gfx Effective Frequency,Socket0 VDDCR Soc Power,Socket0 VDDCR Soc Temperature,Socket0 Socket Power,Thread0 Core Effective Frequency,Thread1 Core Effective Frequency,Thread2 Core Effective Frequency,Thread3 Core Effective Frequency,Thread4 Core Effective Frequency,Thread5 Core Effective Frequency,Thread6 Core Effective Frequency,Thread7 Core Effective Frequency,Socket0 Package Power,Core0 Power,Core1 Power,Core2 Power,Core3 Power,Socket0 Temperature,
28,9.93359,28,28,152.737,3.83312,63.1679,20.9747,2735.44,2657.2,3088.71,2871.85,2650.3,2442.72,2363.66,2378.83,9.36478,0.980377,1.67465,0.841522,1.12915,65.625,
28,9.93655,28,28,216.625,4.30623,64.0455,25.3621,2997.05,2699.7,3209.04,3092.96,2992.92,2809.06,2538.51,2404.31,11.1536,1.80801,1.79474,1.26785,0.843964,65.75,
28,9.94003,28,28,106.775,4.04915,64.0298,25.7866,2712.85,2558.49,3465.61,3439.54,2530.76,3079.76,2636.24,3061.77,11.5126,1.06689,2.43118,1.10214,1.55533,65.875,
28,9.94306,28,28,103.931,3.89025,63.556,22.834,2246.74,2284.83,3521.42,3554.22,2391.41,2534.77,2318.47,2505.63,9.98001,0.883179,2.612,0.441132,0.732422,66,
28,9.9459,28,28,0,3.82595,64.1553,18.3884,2639.02,2490.74,3370.6,2271.03,1993.85,2057.58,2312.36,1943.67,8.29971,1.16638,1.70578,0.227203,0.636139,66.125,
28,9.94645,28,28,95.5802,3.86704,62.0709,11.1718,1586.16,1569.35,1600,1606.35,1555.84,1538.77,1599.78,1575.37,4.98489,0.326691,0.392456,0.138702,0.305023,66,
28,9.94665,28,28,149.392,4.0235,61.125,10.1987,1315.51,1015.49,1127.66,1324.32,1099.57,1128.34,1143.95,1059.32,4.48227,0.279236,0.244598,0.0456238,0.228577,65.875,
28,9.9465,28,28,134.273,3.77777,60.2351,9.11633,431.715,415.19,489.436,413.271,431.364,442.57,443.309,457.061,4.06693,0.0991821,0.177002,0.0872803,0.127258,65.75,
28,9.94632,28,28,33.1831,3.97276,59.75,8.8734,399.989,399.961,399.966,399.99,399.982,399.952,399.976,399.97,3.89954,0.120392,0.136414,0.118103,0.125427,65.5,
28,9.9461,28,28,120.535,3.76528,59.5037,9.33577,399.994,399.988,399.984,400,399.996,399.989,399.997,399.982,4.16473,0.148468,0.165405,0.150299,0.151367,65.375,
28,9.94591,28,28,74.0037,3.61572,58.875,8.62953,399.976,399.964,399.973,400,399.973,399.967,399.99,399.921,3.79181,0.112152,0.151672,0.105896,0.119629,65.25,
28,9.94553,28,28,93.2116,3.53497,58.6828,8.38963,409.177,404.123,408.13,420.325,428.749,408.566,410.612,411.919,3.74237,0.0975037,0.153503,0.109253,0.101318,65.125,
28,9.94524,28,28,70.8837,3.6284,58.6515,8.82012,583.942,532.318,593.569,581.761,582.554,569.788,586.728,545.055,3.87619,0.0993347,0.178528,0.13504,0.0650024,64.875,
28,9.94495,28,28,0,3.70993,58.6978,8.74311,885.799,797.372,870.107,831.383,857.048,810.643,925.536,929.961,3.90015,0.0691223,0.211487,0.171204,0.128326,64.75,
28,9.94491,28,28,114.292,3.726,58.8134,10.7457,1362.09,1292.84,1441.35,1226.47,1387.48,1409.07,1441.22,1419.35,4.72092,0.104523,0.428467,0.171356,0.372925,64.625,
28,9.94505,28,28,133.569,3.59215,59.0341,10.3206,1562.07,1514.64,1599.88,1598.49,1566.09,1544.6,1588.58,1594.33,4.61029,0.158844,0.309143,0.214691,0.265808,64.5,
28,9.94532,28,28,273.367,3.69743,59.6903,13.8387,2090.09,2120.93,2024.22,1938.07,1894.34,2172.56,2164.47,2045.59,6.04752,0.723724,0.359192,0.455322,0.458069,64.25,
28,9.9479,28,28,248.792,4.26817,61.6402,27.7809,2864.15,3016.48,3196.23,3077.14,2674.45,2742.88,2814.67,2778.5,12.3477,1.46698,2.19162,1.54556,1.56418,64.25,
28,9.9517,28,28,77.6064,3.76528,62.5037,26.3823,2896.93,3136.08,2864.64,3389.9,2707.93,2757.29,2835.36,2716.21,11.7787,1.57013,2.01904,1.62292,1.37482,64.375,
28,9.95517,28,28,226.896,3.72265,64.3371,23.4308,2929.05,2699.76,3164.07,3316.31,2481.55,2455.12,2501.13,2552.43,10.305,1.89423,1.44333,1.20087,0.836945,64.5,
28,9.95707,28,28,349.184,3.22427,63.3321,14.1724,3357.87,3212.73,2513.31,2251.37,2436.19,2312.7,2613.95,2492.02,6.32553,0.988312,0.320587,0.237732,0.233765,64.625,
28,9.95758,28,28,399.446,3.37537,60.7121,11.8642,2697.55,2497.13,2733.17,2562.29,2873.53,2646.15,2538.18,2764.46,5.21561,0.0622559,0.102386,0.750885,0.0827026,64.5,
28,9.95761,28,28,252,2.89127,59.5896,9.52426,2616,2571.78,2767.15,2552.38,2716.92,2598.12,2697.49,2729.55,4.24927,0.0325012,0.127106,0.175323,0.0601196,64.375,
28,9.95784,28,28,124.101,2.98295,59.5492,10.2242,2848.01,2710.4,2662.18,2575.81,2829.04,2726.48,2496.25,2519.22,4.4931,0.345001,0.0175476,0.284576,0.00579834,64.25,
28,9.95754,28,28,125.768,2.91423,58.8134,10.3417,2661.47,2654.85,2777.28,2886.02,2742.7,2775.1,2703.37,2766.24,4.6138,0.0694275,0.715485,0.150604,0.0875854,64.125,
28,9.95755,28,28,188.773,2.43436,58.4478,7.85031,2431.28,2266.98,2534.34,2727.51,2290.5,2648.4,2299.39,2701.58,3.4346,0.00671387,0.0558472,0.0315857,0.0402832,63.875,
28,9.95743,32,30,59.9106,3.11749,58.5985,10.7562,2648.61,2389.12,2722.69,2587.49,2858.24,2599.15,2570.61,2613.08,4.79462,0.0546265,0.179138,0.707092,0.0222778,63.75,
28,9.95717,32,30,230.071,2.54462,58.0336,8.54351,2550.11,2489.67,2701.77,2398.93,2794.19,2530.56,2658.41,2551.34,3.73337,0.00946045,0.0166321,0.204315,0.020752,63.625,
28,9.95729,32,30,65.3823,3.67982,58.7121,11.49,2546.9,2542.34,2699.67,2633,2893.44,2860.88,2866.87,2781.71,5.078,0.023568,0.0740278,0.693595,0.325722,63.5,
28,9.95767,32,30,189.595,3.58758,58.3657,12.0692,2402.18,2679.98,2836.37,2882.87,2604.08,2494,2780.83,2575.13,5.38513,0.0315857,0.825653,0.0616455,0.117035,63.25,
28,9.95761,32,30,59.1735,2.69951,58.3561,8.08717,2714.61,2592.1,2739.66,2521.5,2592.16,2556.1,2745.69,2611.65,3.55347,0.128174,0.102997,0.0701904,0.124664,63.125,
28,9.95786,32,30,356.129,3.65994,58.8918,13.044,2626.49,2510.89,2750.05,2530.71,2891.12,2886.1,2501.44,2506.15,5.82138,0.0701904,0.270538,0.831909,0.0311279,63,
28,9.95831,32,30,394.242,3.56848,59.0795,13.238,2770.98,2701.92,2764.69,2857.74,2803.61,2789.69,2749.94,2716.23,5.81985,0.254974,0.48584,0.305786,0.226898,62.875,
28,9.9593,32,30,255.741,3.51268,59.4216,12.6571,2491.38,2429.53,2958.43,2926.64,2579.06,2435.38,2437.87,2437.5,5.64819,0.132904,0.586395,0.19577,0.114288,62.625,
28,9.95988,32,30,242.13,3.62934,59.2311,14.621,2655.32,2643.96,2732.42,2741.2,2866.69,2821.59,2704.2,2704.18,6.42807,0.103302,0.297394,0.828247,0.189514,62.625,
28,9.96054,32,30,190.889,3.2794,59.2052,10.5031,2624.88,2449.67,2778.54,2506.53,2718.58,2756.16,2404.91,2629.04,4.68689,0.0502014,0.255127,0.146942,0.0694275,62.5,
28,9.96085,32,30,0,3.6046,59.1493,12.3595,2561.64,2346.88,3150.16,2930.12,2508.63,2415.52,2420.55,2458.75,5.44205,0.087738,1.06445,0.139465,0.123596,62.375,
28,9.96131,32,30,316.818,3.39051,59.125,13.2334,2523.65,2559.29,2875.33,3149.29,2478.57,2440.7,2351.25,2457.12,5.8905,0.123291,0.869751,0.106659,0.0801086,62.25,
28,9.9623,32,30,115.82,3.25253,59.2313,12.4491,2180.39,2157.69,3351.42,3420.08,2099.41,2294.02,2289.3,2207.94,5.51758,0.0669861,0.62973,0.137329,0.17746,62.25,
28,9.96283,32,30,242.02,3.54579,59.1402,15.0876,2337.98,2368.87,3133.49,3221.54,2403.76,2511.76,2419.91,2332.77,6.67084,0.125427,1.3269,0.237732,0.108337,62.125,
28,9.96437,32,30,205.736,3.95114,60.7313,21.9718,2611.35,2502.13,3397.26,3468.5,2385.05,2355.95,2371.1,2378.61,9.80881,1.44547,1.23093,0.869904,0.710297,62.125,
28,9.96771,32,30,158.436,4.06519,62.7955,19.8319,3121.86,2900.38,2672.38,3009.63,2454.83,2319.24,2699.32,2554.39,8.72162,1.18347,0.691376,0.674286,1.09421,71.5,
28,9.96861,32,30,1.4866,3.89812,60.6679,15.3044,2635.03,2561.03,2899.9,3090.22,2623.65,2556.28,2625.47,2604.58,6.83151,0.211792,1.09131,0.348816,0.238647,71.25,
28,9.97026,32,30,321.729,3.56264,61.1553,15.3285,2214.15,2181.17,3188.85,3210.03,2380.52,2290.22,2198.11,2229.22,6.73965,0.285797,0.490875,0.694885,0.238495,71.125,
28,9.97146,32,30,213.333,3.61174,60.3694,16.3401,2305.23,2104.2,3386.21,3447.73,2258.64,2217.55,2229.54,2177.9,7.2937,0.167389,1.70944,0.167236,0.237885,71,
28,9.9732,28,28,181.601,3.8332,61.7538,21.067,2267.98,2231.21,3342.58,3537.13,2346.79,2266.47,2343.35,2289.45,9.26483,0.859375,1.23444,0.709534,0.724945,70.875,
28,9.97459,28,28,5.84727,3.32303,61.0709,10.0199,2692.18,2583.53,2734.8,2680.65,2506.55,2420.58,2491.05,2581.44,4.47006,0.397949,0.0550842,0.0384521,0.0512695,70.625,
28,9.97465,28,28,248.964,3.44093,60.1604,11.4243,2566.97,2440.35,2730.02,2489.51,2872.67,2675.4,2581.86,2511.06,5.01709,0.0296021,0.0741577,0.77774,0.0221252,70.5,
28,9.97473,28,28,123.776,3.09865,59.125,9.89606,2798.53,2533.73,2717.93,2477.58,2773.95,2738.78,2741.88,2819.29,4.43054,0.215607,0.06073,0.113068,0.0900269,70.375,
28,9.97521,28,28,241.359,3.57319,59.8358,12.7478,2889.78,2853.2,2578.67,2526.08,2671.93,2483.58,2669.77,2562.19,5.64407,0.663605,0.143738,0.137177,0.127716,70.25,
28,9.9755,28,28,396.424,3.30122,59.1742,12.5099,2725.95,2760.01,2721.95,2697.34,2626.04,2662.8,2870.69,2735.67,5.54428,0.167847,0.0907898,0.0563049,0.74173,70,
28,9.97608,28,28,399.75,3.32824,59.2164,10.4803,2508.65,2345.69,2427.44,2336.3,2397.4,2511.27,2734.74,2869.95,4.67682,0.0495911,0.0616455,0.0764465,0.256042,69.875,
28,9.97635,28,28,399.513,3.34393,59.3902,11.6101,2646.19,2474.3,2686.07,2514.48,2718.21,2886.54,2498.02,2738.12,5.10391,0.0424194,0.071106,0.770264,0.0834656,69.75,
28,9.97652,28,28,377.661,3.1168,58.8284,11.3775,2656.47,2739.04,2773.83,2864.03,2716.72,2731.45,2668.07,2727.89,5.07706,0.0737,0.476379,0.105896,0.0656128,69.625,
28,9.9767,28,28,9.46923,3.15989,58.5568,8.90236,2521.67,2424.37,2743.4,2886.37,2448.97,2580.91,2591.93,2411.48,3.91251,0.0115967,0.410461,0.0108337,0.0123596,69.375,
28,9.97654,32,30,243.01,3.26929,58.6343,11.0337,2597.27,2492.62,2819.52,2884.77,2567.25,2560.86,2660.3,2607.43,4.9231,0.0392151,0.842743,0.0794983,0.0405884,69.25,
28,9.97681,32,30,397.882,3.32241,58.4962,11.0638,2652.62,2588.71,2739.57,2706.71,2519.66,2636.56,2566.41,2759.3,4.86267,0.0386047,0.102234,0.0358582,0.112305,69.125,
28,9.97746,32,30,399.489,3.6403,59.0858,13.2471,2564.5,2724.38,2735.62,2801.66,2891.66,2859.04,2649.29,2744.7,5.91171,0.0611877,0.431213,0.810852,0.161896,69,
28,9.9775,32,30,225.518,3.00949,58.5492,10.0806,2432.55,2538.79,2712.89,2490.99,2651.82,2772.1,2863.65,2796.74,4.43008,0.00823975,0.0456238,0.0526428,0.461273,68.75,
28,9.97794,32,30,336.26,3.42601,58.7388,11.5549,2607.55,2643.83,2676.99,2810.59,2723.35,2670.25,2864.88,2819.99,5.15594,0.0302124,0.173798,0.121307,0.465393,68.625,
28,9.97821,32,30,399.526,3.55338,59.0448,12.6076,2544.31,2544.9,2667.1,2748.66,2891.8,2851.01,2644.28,2511.08,5.54443,0.0544739,0.220795,0.86441,0.100861,68.5,
28,9.97879,32,30,379.576,3.47046,59.3144,12.2123,2702.99,2591.54,2823.07,2739.24,2764.43,2759.29,2647.61,2641.85,5.45059,0.0965881,0.357666,0.256042,0.104828,68.375,
28,9.97933,32,30,9.70096,3.57283,58.9701,11.512,2482.25,2309.87,3094.79,2916.25,2519.51,2407.26,2451.74,2366.45,5.13718,0.0624084,0.95108,0.098877,0.0660706,68.125,
28,9.97965,32,30,241.762,3.62977,59.7083,13.071,2566.47,2420.1,2834.27,2848.46,2398.99,2423.66,2410.72,2433.44,5.74631,0.677643,0.278015,0.19104,0.172272,68,
28,9.98031,32,30,9.70178,3.4809,59.6007,11.6183,2883.83,2694.35,2647.01,2470.01,2559.55,2562.45,2489.59,2508.81,5.18463,0.309753,0.177307,0.133514,0.0726318,67.875,
28,9.981,32,30,309.57,3.70109,59.5227,14.6748,2648.13,2726.63,2962.61,2916.14,2675.4,2665.51,2722.63,2606.87,6.45187,0.223694,0.96756,0.243073,0.18219,67.75,
28,9.98143,32,30,9.71365,3.24692,59.1754,10.0709,2748.83,2469.43,2820.58,2689.32,2659.81,2666.72,2517.06,2546.53,4.49341,0.227356,0.219116,0.0897217,0.0242615,67.5,
28,9.98181,32,30,176.01,3.58711,60.0303,12.1867,2884.86,2847.36,2742.35,2625.09,2703.89,2721.46,2522.33,2608.17,5.35736,0.680847,0.199585,0.193176,0.0810242,67.375,
28,9.98206,32,30,123.398,3.45618,59.2127,11.8775,2685.94,2513.97,2777.39,2883.56,2666.8,2627.61,2557.75,2656.26,5.30045,0.0701904,0.794067,0.137024,0.0588989,67.25,
28,9.9825,32,30,263.789,3.79714,59.4545,11.5402,2465.13,2638.74,2878.85,2805.93,2514.52,2481.44,2482.81,2422.92,5.07217,0.144043,0.375214,0.13443,0.0811768,67.125,
28,9.98316,32,30,229.174,3.79206,59.4478,13.1476,2543.4,2390.91,2691.86,2355.2,2892.98,2893.25,2562.7,2594.76,5.86792,0.0650024,0.162354,0.861969,0.131836,66.875,
28,9.98376,32,30,374.668,3.77853,59.6493,14.234,2692.93,2747.87,2836.35,2871.76,2764.68,2730.73,2843.08,2870.67,6.21689,0.172729,0.695648,0.220947,0.503235,66.75,
28,9.98481,32,30,252.605,3.47319,59.5417,13.3343,2459.23,2294.35,3058.63,2997.66,2564.61,2447.74,2435.6,2472,5.99762,0.0726318,0.700073,0.132751,0.153503,66.625,
28,9.98554,32,30,197.308,3.69282,59.8881,14.8266,2722.18,2751.43,2717.87,2768.38,2905.03,2866.64,2723.37,2643.53,6.61758,0.272064,0.301361,0.901642,0.203857,66.5,
